,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
4235,76.0,170.0,67.0,1.0,17.0,4.0,1,63
4236,79.0,187.0,91.0,1.0,14.0,2.0,1,74
4237,79.0,185.0,96.0,1.0,1.0,4.0,1,82
4238,79.0,178.0,84.0,2.0,22.0,8.0,2,65
4239,80.0,166.0,94.0,2.0,12.0,6.0,1,75
4240,80.0,176.0,95.0,2.0,4.0,8.0,2,84
4241,77.0,181.0,73.0,1.0,20.0,1.0,4,64
4242,81.0,181.0,83.0,2.0,10.0,4.0,2,80
4243,79.0,173.0,94.0,3.0,14.0,7.0,1,80
4244,81.0,174.0,90.0,2.0,2.0,6.0,3,77
4245,79.0,190.0,66.0,1.0,10.0,8.0,2,72
4246,81.0,175.0,65.0,1.0,2.0,2.0,2,86
4247,81.0,186.0,84.0,1.0,20.0,7.0,3,61
4248,77.0,189.0,83.0,1.0,12.0,7.0,1,67
4249,81.0,187.0,77.0,1.0,1.0,3.0,3,81
4250,83.0,169.0,78.0,3.0,4.0,5.0,3,96
4251,80.0,180.0,86.0,2.0,13.0,5.0,2,79
4252,78.0,195.0,96.0,0.0,9.0,7.0,4,57
4253,79.0,167.0,74.0,1.0,9.0,4.0,3,63
4254,80.0,201.0,68.0,2.0,18.0,3.0,2,83
4255,83.0,190.0,86.0,2.0,16.0,9.0,4,75
4256,81.0,172.0,82.0,1.0,19.0,5.0,1,65
4257,78.0,187.0,73.0,2.0,12.0,9.0,1,81
4258,83.0,175.0,70.0,2.0,14.0,4.0,3,78
4259,79.0,168.0,74.0,3.0,3.0,8.0,2,93
4260,80.0,187.0,63.0,2.0,0.0,6.0,1,94
4261,82.0,186.0,87.0,1.0,17.0,9.0,2,70
4262,80.0,170.0,61.0,0.0,8.0,8.0,3,64
4263,80.0,185.0,96.0,2.0,21.0,6.0,4,66
4264,78.0,196.0,69.0,1.0,9.0,0.0,3,82
4265,79.0,185.0,64.0,2.0,17.0,5.0,5,71
4266,81.0,198.0,81.0,1.0,4.0,8.0,3,78
4267,80.0,183.0,84.0,2.0,13.0,5.0,2,77
4268,79.0,173.0,99.0,0.0,4.0,6.0,1,66
4269,80.0,198.0,64.0,1.0,13.0,6.0,2,75
4270,81.0,165.0,64.0,3.0,19.0,9.0,3,76
4271,80.0,160.0,85.0,1.0,5.0,6.0,3,68
4272,78.0,187.0,102.0,2.0,9.0,3.0,3,80
4273,80.0,189.0,67.0,2.0,3.0,7.0,1,86
4274,80.0,182.0,90.0,1.0,2.0,6.0,1,80
4275,81.0,208.0,89.0,1.0,1.0,6.0,2,80
4276,83.0,182.0,70.0,1.0,3.0,8.0,2,82
4277,79.0,195.0,67.0,3.0,17.0,8.0,1,88
4278,79.0,171.0,86.0,1.0,1.0,6.0,4,69
4279,83.0,195.0,85.0,3.0,11.0,6.0,1,97
4280,80.0,180.0,85.0,1.0,3.0,9.0,4,70
4281,83.0,195.0,62.0,3.0,19.0,1.0,1,100
4282,81.0,190.0,63.0,2.0,17.0,5.0,4,71
4283,80.0,194.0,60.0,3.0,7.0,5.0,2,101
4284,77.0,161.0,66.0,2.0,14.0,6.0,3,73
4285,82.0,172.0,86.0,1.0,4.0,6.0,2,70
4286,83.0,159.0,88.0,2.0,17.0,8.0,2,68
4287,80.0,172.0,73.0,1.0,12.0,7.0,2,67
4288,80.0,176.0,79.0,2.0,7.0,2.0,3,79
4289,81.0,174.0,61.0,2.0,11.0,8.0,2,85
4290,83.0,204.0,84.0,1.0,13.0,0.0,1,87
4291,78.0,181.0,73.0,3.0,5.0,5.0,3,87
4292,80.0,187.0,90.0,1.0,21.0,6.0,1,60
4293,77.0,182.0,74.0,1.0,5.0,7.0,2,74
4294,79.0,213.0,80.0,1.0,17.0,8.0,3,65
4295,80.0,171.0,85.0,1.0,3.0,9.0,2,72
4296,82.0,198.0,79.0,2.0,19.0,5.0,2,78
4297,82.0,178.0,101.0,1.0,0.0,1.0,3,81
4298,79.0,178.0,74.0,1.0,7.0,6.0,3,69
4299,79.0,182.0,68.0,2.0,13.0,7.0,1,77
4300,81.0,188.0,60.0,2.0,8.0,4.0,2,89
4301,78.0,205.0,83.0,2.0,1.0,6.0,2,84
4302,80.0,165.0,78.0,3.0,0.0,0.0,3,93
4303,80.0,188.0,64.0,1.0,16.0,3.0,2,66
4304,79.0,179.0,74.0,2.0,11.0,5.0,3,72
4305,76.0,172.0,80.0,0.0,15.0,4.0,3,52
4306,81.0,189.0,98.0,1.0,20.0,0.0,1,73
4307,81.0,187.0,75.0,1.0,9.0,5.0,1,78
4308,80.0,187.0,94.0,2.0,10.0,9.0,1,77
4309,81.0,158.0,103.0,1.0,15.0,3.0,1,67
4310,80.0,176.0,72.0,1.0,9.0,7.0,1,73
4311,81.0,158.0,85.0,1.0,6.0,7.0,3,67
4312,79.0,167.0,63.0,2.0,9.0,7.0,2,84
4313,79.0,168.0,68.0,2.0,7.0,2.0,2,87
4314,80.0,200.0,81.0,2.0,3.0,7.0,3,84
4315,78.0,181.0,77.0,1.0,20.0,9.0,2,60
4316,79.0,170.0,99.0,2.0,3.0,9.0,1,80
4317,80.0,178.0,107.0,2.0,17.0,8.0,1,71
4318,78.0,192.0,81.0,1.0,8.0,2.0,1,78
4319,80.0,197.0,86.0,1.0,14.0,5.0,4,64
4320,77.0,168.0,66.0,1.0,3.0,8.0,1,78
4321,81.0,176.0,90.0,2.0,8.0,7.0,2,80
4322,82.0,197.0,91.0,1.0,17.0,2.0,3,69
4323,80.0,167.0,77.0,2.0,1.0,8.0,2,80
4324,79.0,204.0,64.0,2.0,6.0,5.0,3,87
4325,80.0,184.0,66.0,2.0,1.0,3.0,3,88
4326,79.0,188.0,89.0,1.0,1.0,4.0,1,81
4327,77.0,169.0,65.0,2.0,20.0,7.0,3,69
4328,82.0,184.0,62.0,1.0,1.0,9.0,3,73
4329,80.0,178.0,110.0,3.0,2.0,8.0,2,89
4330,81.0,185.0,90.0,1.0,7.0,1.0,1,79
4331,79.0,209.0,97.0,1.0,2.0,7.0,4,70
4332,81.0,181.0,94.0,2.0,3.0,3.0,3,86
4333,79.0,185.0,110.0,1.0,21.0,2.0,3,62
4334,82.0,172.0,77.0,2.0,1.0,9.0,2,85
4335,81.0,179.0,96.0,2.0,11.0,10.0,3,68
4336,77.0,154.0,90.0,2.0,0.0,4.0,2,73
4337,78.0,179.0,88.0,1.0,9.0,3.0,5,62
4338,79.0,171.0,87.0,1.0,3.0,4.0,2,72
4339,79.0,201.0,94.0,3.0,0.0,6.0,1,99
4340,79.0,180.0,82.0,1.0,0.0,10.0,3,72
4341,82.0,185.0,67.0,2.0,14.0,0.0,4,83
4342,79.0,183.0,91.0,2.0,21.0,7.0,2,67
4343,81.0,191.0,84.0,2.0,20.0,6.0,5,67
4344,80.0,180.0,82.0,1.0,6.0,8.0,2,70
4345,83.0,191.0,94.0,1.0,21.0,9.0,3,59
4346,78.0,191.0,71.0,2.0,0.0,8.0,3,87
4347,79.0,164.0,75.0,1.0,14.0,3.0,2,70
4348,78.0,179.0,89.0,1.0,1.0,4.0,4,70
4349,79.0,160.0,66.0,2.0,14.0,7.0,2,76
4350,80.0,170.0,81.0,2.0,1.0,8.0,2,87
4351,80.0,193.0,68.0,1.0,22.0,9.0,2,60
4352,82.0,166.0,68.0,3.0,1.0,8.0,3,94
4353,79.0,211.0,69.0,0.0,12.0,3.0,2,69
4354,80.0,175.0,79.0,1.0,0.0,4.0,2,82
4355,79.0,157.0,69.0,2.0,7.0,1.0,3,83
4356,78.0,194.0,73.0,1.0,5.0,8.0,3,73
4357,80.0,194.0,67.0,3.0,2.0,1.0,1,108
4358,80.0,182.0,88.0,2.0,3.0,4.0,3,82
4359,82.0,172.0,97.0,1.0,12.0,9.0,1,66
4360,84.0,175.0,85.0,1.0,9.0,1.0,2,77
4361,80.0,187.0,70.0,1.0,1.0,6.0,4,75
4362,77.0,189.0,69.0,1.0,8.0,8.0,1,74
4363,80.0,182.0,64.0,2.0,0.0,6.0,3,87
4364,79.0,168.0,68.0,2.0,1.0,7.0,2,83
4365,80.0,175.0,71.0,1.0,15.0,7.0,1,70
4366,80.0,192.0,76.0,1.0,21.0,7.0,2,61
4367,78.0,179.0,73.0,3.0,17.0,4.0,3,88
4368,78.0,174.0,97.0,4.0,17.0,9.0,2,81
4369,80.0,193.0,82.0,2.0,11.0,9.0,4,73
4370,82.0,177.0,65.0,1.0,0.0,1.0,1,94
4371,81.0,187.0,67.0,2.0,14.0,5.0,1,81
4372,81.0,168.0,87.0,2.0,18.0,10.0,2,74
4373,80.0,177.0,74.0,2.0,19.0,7.0,2,73
4374,83.0,184.0,76.0,3.0,13.0,9.0,2,91
4375,79.0,182.0,61.0,1.0,9.0,8.0,3,67
4376,80.0,165.0,87.0,1.0,22.0,9.0,2,53
4377,82.0,181.0,96.0,1.0,20.0,8.0,1,61
4378,77.0,212.0,85.0,0.0,12.0,4.0,2,65
4379,79.0,210.0,69.0,4.0,0.0,9.0,2,108
4380,80.0,203.0,106.0,2.0,6.0,6.0,2,83
4381,81.0,182.0,74.0,2.0,6.0,6.0,2,90
4382,81.0,167.0,110.0,3.0,19.0,0.0,2,79
4383,79.0,171.0,70.0,1.0,1.0,9.0,2,80
4384,76.0,155.0,112.0,2.0,8.0,3.0,4,67
4385,77.0,197.0,80.0,1.0,1.0,5.0,1,82
4386,80.0,197.0,81.0,1.0,17.0,0.0,1,75
4387,78.0,178.0,71.0,1.0,3.0,1.0,3,80
4388,82.0,184.0,77.0,3.0,0.0,4.0,2,98
4389,78.0,182.0,84.0,2.0,7.0,7.0,1,80
4390,81.0,196.0,74.0,1.0,1.0,7.0,2,78
4391,80.0,177.0,67.0,3.0,3.0,0.0,2,102
4392,78.0,179.0,85.0,2.0,7.0,7.0,1,80
4393,79.0,188.0,70.0,1.0,0.0,9.0,2,80
4394,79.0,174.0,72.0,2.0,0.0,8.0,4,80
4395,79.0,199.0,62.0,3.0,4.0,1.0,3,103
4396,80.0,191.0,73.0,1.0,13.0,3.0,3,69
4397,79.0,167.0,109.0,1.0,8.0,5.0,3,57
4398,82.0,180.0,68.0,1.0,2.0,8.0,1,84
4399,83.0,188.0,70.0,1.0,10.0,4.0,2,83
4400,76.0,206.0,90.0,2.0,10.0,7.0,4,71
4401,79.0,180.0,64.0,2.0,0.0,7.0,2,86
4402,81.0,195.0,74.0,1.0,5.0,2.0,4,74
4403,81.0,183.0,70.0,2.0,20.0,3.0,4,69
4404,80.0,176.0,91.0,2.0,12.0,8.0,2,69
4405,81.0,178.0,64.0,1.0,15.0,7.0,2,72
4406,81.0,182.0,103.0,1.0,2.0,4.0,2,78
4407,81.0,194.0,70.0,2.0,18.0,9.0,3,78
4408,80.0,176.0,82.0,2.0,21.0,6.0,3,62
4409,81.0,194.0,79.0,2.0,11.0,7.0,2,78
4410,81.0,197.0,68.0,1.0,21.0,5.0,2,68
4411,77.0,165.0,60.0,3.0,18.0,5.0,3,79
4412,80.0,171.0,83.0,2.0,19.0,2.0,3,74
4413,80.0,191.0,64.0,2.0,9.0,8.0,1,85
4414,79.0,202.0,63.0,3.0,2.0,6.0,2,96
4415,78.0,174.0,108.0,2.0,16.0,3.0,4,67
4416,79.0,187.0,64.0,2.0,21.0,8.0,2,76
4417,82.0,204.0,63.0,1.0,0.0,5.0,1,94
4418,76.0,186.0,73.0,1.0,0.0,1.0,4,76
4419,82.0,194.0,81.0,2.0,0.0,3.0,4,88
4420,81.0,183.0,83.0,1.0,0.0,9.0,4,71
4421,78.0,174.0,80.0,2.0,5.0,8.0,2,77
4422,80.0,180.0,85.0,3.0,10.0,7.0,2,90
4423,78.0,213.0,75.0,3.0,19.0,7.0,4,73
4424,81.0,170.0,92.0,2.0,10.0,7.0,3,74
4425,81.0,185.0,67.0,1.0,22.0,7.0,3,60
4426,80.0,166.0,69.0,1.0,7.0,5.0,3,72
4427,79.0,170.0,75.0,1.0,10.0,5.0,2,68
4428,83.0,191.0,97.0,2.0,10.0,0.0,2,85
4429,81.0,186.0,70.0,1.0,3.0,8.0,1,87
4430,81.0,158.0,82.0,2.0,1.0,2.0,2,88
4431,80.0,185.0,83.0,1.0,5.0,7.0,2,78
4432,78.0,167.0,72.0,1.0,2.0,3.0,4,73
4433,79.0,180.0,83.0,1.0,20.0,3.0,4,62
4434,79.0,214.0,89.0,1.0,13.0,2.0,2,79
4435,81.0,193.0,111.0,2.0,15.0,9.0,4,63
4436,81.0,174.0,70.0,1.0,13.0,7.0,2,73
4437,82.0,183.0,80.0,2.0,11.0,8.0,2,83
4438,80.0,207.0,74.0,2.0,2.0,9.0,1,90
4439,81.0,190.0,80.0,1.0,2.0,3.0,2,81
4440,80.0,173.0,62.0,1.0,6.0,4.0,3,78
4441,81.0,175.0,64.0,1.0,12.0,9.0,1,73
4442,82.0,167.0,74.0,1.0,0.0,4.0,2,80
4443,78.0,179.0,78.0,2.0,2.0,0.0,1,90
4444,79.0,204.0,68.0,1.0,1.0,7.0,2,80
4445,78.0,192.0,64.0,1.0,12.0,6.0,4,70
4446,79.0,203.0,104.0,2.0,2.0,7.0,3,81
4447,76.0,183.0,70.0,4.0,5.0,4.0,1,103
4448,80.0,186.0,70.0,2.0,4.0,5.0,3,88
4449,81.0,167.0,72.0,2.0,9.0,9.0,3,68
4450,80.0,158.0,74.0,1.0,8.0,7.0,3,63
4451,81.0,164.0,66.0,4.0,7.0,3.0,1,103
4452,81.0,170.0,82.0,0.0,1.0,6.0,3,65
4453,80.0,182.0,97.0,0.0,10.0,2.0,2,62
4454,81.0,207.0,110.0,1.0,18.0,5.0,2,65
4455,83.0,165.0,81.0,1.0,10.0,8.0,2,73
4456,82.0,190.0,79.0,1.0,19.0,3.0,3,66
4457,80.0,183.0,74.0,3.0,21.0,8.0,3,77
4458,84.0,203.0,85.0,1.0,19.0,2.0,3,72
4459,80.0,165.0,72.0,2.0,7.0,7.0,3,78
4460,80.0,162.0,105.0,2.0,17.0,7.0,3,63
4461,78.0,191.0,111.0,1.0,21.0,8.0,2,55
4462,78.0,186.0,63.0,3.0,14.0,8.0,2,83
4463,80.0,157.0,77.0,3.0,16.0,3.0,3,80
4464,83.0,180.0,95.0,1.0,9.0,9.0,2,68
4465,80.0,167.0,65.0,3.0,0.0,8.0,4,88
4466,81.0,163.0,74.0,2.0,1.0,4.0,1,86
4467,82.0,184.0,89.0,2.0,3.0,10.0,3,79
4468,81.0,172.0,91.0,2.0,20.0,7.0,2,65
4469,77.0,184.0,94.0,2.0,5.0,9.0,3,74
4470,81.0,202.0,93.0,2.0,5.0,6.0,3,88
4471,79.0,173.0,79.0,3.0,11.0,6.0,4,86
4472,80.0,195.0,69.0,3.0,0.0,4.0,2,109
4473,79.0,175.0,86.0,1.0,12.0,4.0,5,56
4474,81.0,206.0,99.0,1.0,10.0,7.0,2,75
4475,79.0,175.0,64.0,1.0,17.0,3.0,1,74
4476,79.0,185.0,72.0,3.0,6.0,8.0,1,97
4477,80.0,179.0,93.0,1.0,0.0,6.0,2,81
4478,80.0,200.0,77.0,1.0,1.0,2.0,2,86
4479,81.0,170.0,90.0,1.0,11.0,1.0,3,70
4480,83.0,202.0,112.0,1.0,9.0,1.0,2,77
4481,83.0,204.0,102.0,2.0,15.0,9.0,3,76
4482,81.0,194.0,62.0,1.0,9.0,9.0,2,79
4483,78.0,196.0,86.0,2.0,17.0,6.0,2,76
4484,79.0,176.0,66.0,4.0,12.0,8.0,2,94
4485,81.0,181.0,94.0,3.0,15.0,3.0,3,88
4486,78.0,187.0,81.0,1.0,19.0,8.0,2,56
4487,80.0,178.0,96.0,2.0,2.0,4.0,2,85
4488,81.0,199.0,86.0,2.0,5.0,7.0,1,93
4489,80.0,170.0,73.0,1.0,16.0,9.0,2,59
4490,83.0,179.0,63.0,1.0,1.0,2.0,3,88
4491,82.0,183.0,110.0,1.0,13.0,7.0,1,71
4492,79.0,193.0,82.0,2.0,18.0,5.0,3,73
4493,81.0,199.0,69.0,3.0,12.0,8.0,3,92
4494,81.0,169.0,61.0,2.0,20.0,0.0,3,78
4495,80.0,171.0,82.0,3.0,17.0,2.0,1,93
4496,81.0,187.0,70.0,0.0,0.0,10.0,2,71
4497,82.0,204.0,71.0,1.0,15.0,6.0,2,68
4498,78.0,200.0,79.0,2.0,10.0,5.0,2,84
4499,82.0,175.0,74.0,2.0,4.0,3.0,4,79
4500,80.0,202.0,86.0,2.0,10.0,6.0,1,89
4501,81.0,178.0,84.0,1.0,1.0,3.0,4,71
4502,78.0,191.0,97.0,2.0,7.0,7.0,2,76
4503,80.0,179.0,82.0,2.0,13.0,3.0,2,79
4504,79.0,201.0,71.0,2.0,16.0,0.0,2,79
4505,79.0,191.0,78.0,3.0,7.0,5.0,1,96
4506,80.0,190.0,74.0,1.0,1.0,5.0,2,86
4507,83.0,207.0,66.0,2.0,3.0,5.0,3,89
4508,79.0,162.0,91.0,2.0,9.0,5.0,3,70
4509,80.0,162.0,86.0,1.0,5.0,7.0,2,70
4510,81.0,187.0,67.0,0.0,4.0,6.0,2,73
4511,81.0,176.0,73.0,0.0,0.0,2.0,3,75
4512,77.0,202.0,87.0,3.0,12.0,5.0,2,88
4513,81.0,179.0,71.0,1.0,5.0,6.0,3,77
4514,78.0,189.0,72.0,2.0,1.0,1.0,2,91
4515,78.0,186.0,71.0,1.0,13.0,8.0,3,65
4516,81.0,193.0,103.0,1.0,17.0,4.0,2,67
4517,80.0,185.0,83.0,2.0,19.0,5.0,3,75
4518,80.0,192.0,76.0,1.0,18.0,6.0,2,65
4519,80.0,193.0,91.0,3.0,2.0,10.0,2,88
4520,80.0,192.0,67.0,3.0,7.0,9.0,2,91
4521,81.0,201.0,85.0,0.0,14.0,6.0,1,63
4522,82.0,202.0,94.0,2.0,22.0,6.0,2,69
4523,78.0,196.0,94.0,1.0,15.0,5.0,5,62
4524,82.0,173.0,77.0,3.0,20.0,5.0,3,81
4525,80.0,188.0,84.0,2.0,11.0,6.0,1,86
4526,80.0,185.0,85.0,0.0,13.0,8.0,1,59
4527,77.0,186.0,69.0,3.0,8.0,7.0,2,91
4528,82.0,173.0,92.0,1.0,19.0,7.0,3,60
4529,82.0,172.0,90.0,3.0,12.0,6.0,3,81
4530,81.0,175.0,81.0,2.0,6.0,10.0,3,79
4531,79.0,185.0,74.0,1.0,16.0,9.0,4,57
4532,80.0,188.0,77.0,1.0,18.0,8.0,1,67
4533,79.0,189.0,75.0,2.0,14.0,8.0,3,76
4534,81.0,168.0,64.0,1.0,10.0,6.0,2,71
4535,79.0,188.0,67.0,1.0,18.0,3.0,2,68
4536,81.0,181.0,66.0,1.0,15.0,8.0,1,69
4537,82.0,179.0,78.0,3.0,3.0,1.0,4,99
4538,78.0,187.0,80.0,1.0,18.0,9.0,5,51
4539,83.0,188.0,74.0,1.0,8.0,8.0,2,74
4540,83.0,180.0,95.0,1.0,10.0,9.0,3,62
4541,81.0,166.0,72.0,1.0,2.0,2.0,2,75
4542,79.0,195.0,89.0,1.0,1.0,6.0,3,69
4543,79.0,179.0,62.0,2.0,3.0,10.0,4,82
4544,82.0,174.0,61.0,2.0,11.0,5.0,3,85
4545,80.0,154.0,95.0,2.0,3.0,9.0,1,80
4546,82.0,187.0,85.0,1.0,17.0,6.0,3,59
4547,80.0,163.0,71.0,1.0,15.0,10.0,1,65
4548,76.0,177.0,64.0,2.0,4.0,7.0,2,87
4549,81.0,158.0,82.0,1.0,2.0,5.0,3,71
4550,83.0,183.0,61.0,3.0,11.0,8.0,2,92
4551,79.0,192.0,88.0,2.0,21.0,0.0,4,66
4552,81.0,171.0,85.0,2.0,20.0,9.0,3,70
4553,78.0,177.0,72.0,1.0,0.0,4.0,3,82
4554,80.0,188.0,60.0,1.0,21.0,6.0,3,64
4555,79.0,199.0,92.0,2.0,21.0,8.0,3,63
4556,80.0,187.0,87.0,4.0,18.0,7.0,1,91
4557,78.0,171.0,111.0,0.0,3.0,9.0,3,54
4558,78.0,191.0,65.0,2.0,5.0,9.0,3,79
4559,78.0,178.0,72.0,2.0,1.0,9.0,3,80
4560,83.0,185.0,64.0,3.0,6.0,1.0,3,103
4561,80.0,177.0,98.0,2.0,18.0,7.0,3,70
4562,81.0,177.0,92.0,1.0,14.0,2.0,3,67
4563,78.0,188.0,87.0,1.0,21.0,6.0,3,62
4564,81.0,182.0,63.0,1.0,13.0,2.0,4,72
4565,79.0,207.0,65.0,1.0,1.0,7.0,3,82
4566,78.0,175.0,67.0,1.0,11.0,5.0,4,69
4567,82.0,187.0,75.0,2.0,5.0,3.0,3,92
4568,76.0,170.0,71.0,1.0,0.0,8.0,2,79
4569,80.0,165.0,107.0,3.0,14.0,5.0,1,83
4570,77.0,191.0,74.0,2.0,3.0,5.0,4,82
4571,82.0,211.0,99.0,1.0,0.0,9.0,1,80
4572,78.0,170.0,90.0,3.0,10.0,4.0,2,87
4573,77.0,196.0,85.0,1.0,1.0,8.0,2,71
4574,81.0,168.0,91.0,2.0,13.0,5.0,3,74
4575,79.0,168.0,63.0,1.0,19.0,6.0,3,60
4576,79.0,171.0,67.0,2.0,13.0,1.0,2,79
4577,83.0,196.0,104.0,2.0,5.0,3.0,1,96
4578,80.0,181.0,100.0,2.0,2.0,4.0,3,79
4579,80.0,197.0,66.0,3.0,10.0,8.0,2,100
4580,82.0,194.0,69.0,1.0,18.0,8.0,4,65
4581,76.0,177.0,62.0,2.0,7.0,1.0,1,84
4582,79.0,192.0,84.0,1.0,6.0,5.0,3,74
4583,80.0,166.0,70.0,1.0,0.0,5.0,3,75
4584,78.0,181.0,61.0,1.0,12.0,3.0,2,70
4585,80.0,202.0,91.0,2.0,0.0,1.0,4,86
4586,79.0,174.0,111.0,1.0,12.0,6.0,3,59
4587,81.0,163.0,77.0,1.0,13.0,9.0,3,63
4588,82.0,203.0,71.0,1.0,11.0,2.0,3,78
4589,79.0,187.0,75.0,1.0,20.0,8.0,3,62
4590,79.0,183.0,89.0,0.0,4.0,9.0,2,64
4591,79.0,196.0,76.0,3.0,1.0,7.0,2,94
4592,84.0,193.0,105.0,2.0,18.0,5.0,2,72
4593,81.0,187.0,93.0,1.0,13.0,2.0,3,69
4594,80.0,185.0,70.0,2.0,5.0,7.0,1,91
4595,81.0,199.0,72.0,2.0,18.0,9.0,2,78
4596,80.0,198.0,60.0,4.0,13.0,7.0,3,94
4597,82.0,207.0,61.0,0.0,19.0,9.0,3,58
4598,78.0,190.0,60.0,2.0,4.0,1.0,1,96
4599,79.0,177.0,76.0,2.0,10.0,4.0,3,74
4600,81.0,188.0,68.0,1.0,3.0,9.0,2,79
4601,82.0,183.0,82.0,1.0,19.0,4.0,3,62
4602,79.0,165.0,83.0,0.0,8.0,8.0,4,56
4603,79.0,179.0,89.0,1.0,9.0,8.0,3,65
4604,83.0,182.0,84.0,1.0,1.0,4.0,2,87
4605,80.0,201.0,78.0,1.0,18.0,7.0,1,74
4606,81.0,168.0,86.0,1.0,18.0,4.0,2,63
4607,78.0,185.0,69.0,1.0,14.0,6.0,2,67
4608,81.0,175.0,62.0,1.0,17.0,7.0,3,70
4609,80.0,205.0,81.0,2.0,15.0,8.0,3,78
4610,80.0,182.0,90.0,2.0,12.0,8.0,2,72
4611,80.0,183.0,81.0,2.0,12.0,7.0,3,74
4612,79.0,175.0,82.0,2.0,15.0,2.0,2,79
4613,81.0,204.0,67.0,1.0,18.0,8.0,4,61
4614,79.0,180.0,63.0,2.0,3.0,5.0,3,90
4615,80.0,180.0,85.0,2.0,6.0,9.0,1,89
4616,78.0,186.0,72.0,2.0,14.0,1.0,3,75
4617,79.0,184.0,68.0,1.0,1.0,9.0,1,80
4618,80.0,177.0,67.0,2.0,9.0,5.0,2,83
4619,81.0,195.0,93.0,1.0,4.0,7.0,2,75
4620,79.0,177.0,96.0,2.0,0.0,5.0,1,87
4621,77.0,193.0,88.0,2.0,8.0,6.0,2,78
4622,80.0,166.0,83.0,1.0,21.0,7.0,1,64
4623,80.0,188.0,101.0,3.0,12.0,6.0,2,86
4624,80.0,182.0,80.0,2.0,9.0,9.0,2,74
4625,79.0,185.0,96.0,1.0,18.0,2.0,3,62
4626,81.0,185.0,100.0,1.0,20.0,7.0,3,55
4627,76.0,167.0,66.0,2.0,15.0,4.0,2,74
4628,80.0,178.0,75.0,1.0,21.0,8.0,2,59
4629,76.0,201.0,71.0,2.0,14.0,9.0,2,69
4630,78.0,182.0,89.0,0.0,16.0,7.0,2,53
4631,82.0,204.0,93.0,2.0,3.0,5.0,3,86
4632,82.0,183.0,68.0,1.0,8.0,4.0,1,83
4633,80.0,189.0,79.0,1.0,5.0,0.0,1,86
4634,79.0,169.0,96.0,2.0,17.0,2.0,3,68
4635,81.0,181.0,91.0,1.0,14.0,4.0,3,67
4636,80.0,178.0,85.0,2.0,4.0,7.0,1,85
4637,79.0,193.0,107.0,1.0,2.0,3.0,2,79
4638,80.0,169.0,79.0,2.0,17.0,9.0,1,70
4639,79.0,168.0,78.0,0.0,3.0,6.0,4,58
4640,78.0,174.0,63.0,1.0,0.0,1.0,1,84
4641,80.0,178.0,91.0,1.0,5.0,3.0,2,77
4642,78.0,173.0,80.0,2.0,8.0,4.0,4,74
4643,82.0,175.0,75.0,1.0,17.0,6.0,3,67
4644,84.0,183.0,80.0,1.0,6.0,9.0,3,78
4645,82.0,183.0,61.0,2.0,4.0,8.0,3,84
4646,79.0,193.0,63.0,1.0,10.0,8.0,3,74
4647,82.0,184.0,95.0,2.0,0.0,7.0,3,81
4648,81.0,173.0,73.0,2.0,1.0,8.0,3,85
4649,79.0,164.0,80.0,2.0,0.0,7.0,4,75
4650,79.0,175.0,86.0,2.0,14.0,9.0,1,75
4651,80.0,173.0,70.0,2.0,14.0,7.0,3,75
4652,82.0,180.0,90.0,1.0,17.0,10.0,4,57
4653,80.0,196.0,65.0,0.0,4.0,8.0,3,67
4654,80.0,182.0,90.0,0.0,17.0,8.0,2,55
4655,83.0,169.0,64.0,0.0,9.0,8.0,3,65
4656,83.0,178.0,67.0,2.0,9.0,6.0,4,76
4657,81.0,197.0,60.0,1.0,0.0,8.0,1,86
4658,81.0,199.0,70.0,1.0,6.0,4.0,1,80
4659,77.0,183.0,74.0,3.0,6.0,2.0,3,91
4660,80.0,168.0,97.0,2.0,13.0,6.0,1,71
4661,79.0,206.0,62.0,1.0,12.0,6.0,3,75
4662,79.0,162.0,61.0,1.0,12.0,3.0,4,68
4663,78.0,206.0,65.0,2.0,11.0,7.0,2,86
4664,79.0,170.0,100.0,1.0,17.0,6.0,3,58
4665,79.0,195.0,93.0,0.0,18.0,2.0,2,60
4666,80.0,178.0,88.0,1.0,17.0,3.0,4,55
4667,81.0,185.0,67.0,1.0,22.0,7.0,3,65
4668,82.0,185.0,112.0,1.0,1.0,9.0,2,72
4669,79.0,175.0,77.0,3.0,0.0,8.0,2,91
4670,84.0,192.0,89.0,1.0,20.0,8.0,2,61
4671,80.0,175.0,75.0,2.0,1.0,6.0,5,79
4672,79.0,176.0,86.0,1.0,7.0,9.0,2,64
4673,80.0,176.0,77.0,2.0,6.0,7.0,2,81
4674,80.0,183.0,85.0,3.0,7.0,8.0,1,92
4675,81.0,172.0,78.0,1.0,6.0,2.0,3,77
4676,78.0,178.0,69.0,1.0,5.0,4.0,2,74
4677,81.0,179.0,71.0,2.0,8.0,9.0,3,75
4678,78.0,175.0,80.0,1.0,18.0,8.0,2,60
4679,79.0,177.0,73.0,1.0,14.0,0.0,5,63
4680,81.0,207.0,79.0,1.0,10.0,2.0,4,76
4681,79.0,166.0,102.0,1.0,14.0,0.0,3,59
4682,81.0,179.0,70.0,1.0,16.0,6.0,2,73
4683,82.0,170.0,79.0,2.0,9.0,9.0,3,74
4684,79.0,180.0,72.0,1.0,0.0,5.0,2,81
