genetic,exercise,smoking,alcohol,sugar,bmi,lifespan
76.1,2.0,1.1,1.8,6.4,20.07,76.9
79.9,1.6,18.2,0.3,3.3,24.68,73.5
75.2,2.4,1.1,1.2,4.7,20.38,76.4
95.1,1.9,13.8,0.9,3.1,32.08,92.0
76.3,4.0,9.8,0.7,3.6,28.12,75.6
73.4,2.7,1.5,0.8,2.4,25.81,74.1
96.6,4.3,13.9,1.8,7.1,25.56,94.3
81.9,1.8,11.3,1.1,8.1,33.88,79.4
90.9,0.5,6.9,3.2,9.8,25.33,88.4
84.4,1.0,21.0,2.1,6.7,27.42,79.4
78.6,2.2,7.9,1.7,8.1,25.12,77.2
80.2,4.9,5.8,0.5,3.9,31.81,82.3
78.0,3.0,17.3,0.5,7.6,13.93,75.3
100.4,3.7,6.3,0.5,6.7,21.28,100.2
86.0,1.5,18.5,1.1,6.8,33.41,82.2
79.9,4.4,4.5,1.8,4.9,30.27,82.0
82.0,1.1,0.6,5.3,6.4,32.59,79.9
72.2,1.2,13.6,0.6,5.1,37.58,67.0
79.0,1.9,7.6,2.4,6.4,31.48,76.4
102.1,0.5,0.3,4.0,3.4,32.59,100.4
98.1,1.4,3.1,1.1,4.8,27.88,96.9
81.4,1.1,15.8,1.9,9.7,18.15,77.1
68.7,3.9,6.3,3.2,5.3,24.81,68.0
100.9,5.1,16.7,4.0,6.9,32.83,98.1
78.1,1.6,5.2,1.4,6.7,28.91,77.0
81.6,1.6,1.1,2.9,7.9,17.74,81.7
83.2,2.5,4.0,0.5,6.1,24.38,83.7
74.9,2.4,13.4,0.7,6.3,23.56,71.9
81.9,1.4,9.0,3.5,4.1,25.67,79.1
98.3,1.5,0.1,1.7,6.3,25.56,99.3
80.1,0.5,12.5,5.1,10.3,17.76,75.3
81.4,3.8,10.9,0.4,4.6,19.54,79.2
79.2,0.7,3.3,2.0,2.3,18.04,78.6
91.1,2.1,2.5,5.8,11.1,19.41,90.5
93.8,1.5,6.2,1.4,4.8,50.69,89.9
74.7,3.5,17.3,0.3,7.0,28.92,72.7
80.5,2.7,19.0,2.0,5.4,18.39,76.6
82.7,4.0,6.3,0.6,6.5,25.17,84.0
102.1,1.8,10.8,5.3,10.9,16.59,98.6
78.4,1.3,19.8,5.1,8.2,16.5,72.5
79.5,1.4,1.6,0.6,8.2,41.67,77.6
94.1,2.6,19.8,5.3,13.4,23.57,88.0
100.1,1.6,22.1,1.0,2.0,24.77,93.8
91.4,2.4,0.3,4.9,9.9,15.97,91.2
90.3,2.8,13.3,2.4,4.5,25.2,87.1
73.9,1.9,0.3,0.6,3.3,32.61,74.3
77.7,1.0,8.2,0.3,6.4,33.13,75.3
93.0,3.2,19.5,1.3,2.1,22.78,89.1
96.0,3.9,16.1,4.9,6.2,20.76,93.5
89.8,1.7,0.3,5.2,7.2,24.61,88.6
83.5,4.1,8.6,2.1,7.1,31.52,84.4
78.1,0.7,17.3,4.2,8.6,30.37,73.3
80.7,5.4,1.8,0.1,7.5,17.95,83.1
85.4,2.2,1.0,4.7,6.3,19.05,85.6
91.5,4.0,13.4,4.9,5.8,34.01,88.7
91.6,1.4,6.0,2.9,5.5,45.01,86.9
87.6,2.9,13.9,3.4,8.6,27.76,83.6
88.6,0.6,0.4,2.7,2.0,17.76,88.3
85.9,0.9,0.2,0.8,6.2,15.27,86.0
73.3,3.3,13.6,1.7,5.1,19.9,71.8
91.1,2.3,21.7,0.7,1.5,20.06,87.9
77.3,1.8,5.1,5.2,11.6,27.0,75.1
86.1,1.3,21.4,1.4,4.9,42.03,76.9
64.0,1.8,0.1,5.8,3.9,21.82,63.2
90.7,2.3,21.8,4.5,9.4,19.48,87.7
89.5,3.0,8.0,0.5,6.1,30.11,88.1
89.0,3.2,8.6,0.9,6.9,30.46,88.4
76.8,3.3,18.5,0.2,7.3,32.12,74.1
70.7,3.7,19.8,1.3,4.2,33.98,70.5
84.0,2.0,0.3,0.4,4.1,21.97,85.0
78.4,1.2,7.1,0.6,8.5,26.37,77.0
83.4,0.9,9.4,1.2,4.4,15.9,82.5
78.1,2.3,0.4,2.6,5.2,26.3,79.4
79.3,3.6,4.6,4.7,8.4,21.42,79.9
96.2,1.5,5.0,4.7,3.9,32.41,94.9
79.9,3.0,17.8,0.6,1.8,36.15,76.7
85.0,3.6,0.5,0.6,5.0,20.4,87.6
81.0,2.2,7.7,3.4,7.8,22.05,79.8
83.0,3.3,16.7,4.0,10.6,43.49,76.7
78.0,3.3,11.0,4.7,9.6,42.49,73.3
89.4,1.4,10.5,0.1,2.7,16.1,86.2
76.3,3.9,5.5,1.6,7.3,34.12,74.5
76.7,2.4,12.4,0.5,6.2,40.61,75.2
85.8,2.8,21.7,3.7,5.9,20.43,79.4
87.2,2.2,4.2,1.2,1.7,33.53,86.5
83.6,2.0,20.2,4.3,7.3,22.25,78.2
79.4,3.6,13.3,5.1,13.4,13.98,75.3
83.9,0.8,6.4,0.3,11.8,16.76,80.8
85.3,3.1,19.9,0.3,2.5,19.05,82.7
86.0,1.4,19.4,1.2,6.1,15.08,83.3
101.4,1.2,19.0,1.9,5.9,22.57,93.2
75.6,2.1,14.0,4.5,3.8,44.98,69.8
72.0,0.9,8.9,2.9,8.2,20.78,69.3
78.9,4.6,0.7,0.6,7.6,30.64,82.7
75.1,1.1,22.2,1.8,2.7,48.07,68.1
76.6,2.4,12.5,0.5,8.9,25.37,74.9
87.3,3.5,3.6,0.2,5.1,20.34,88.7
82.3,2.1,22.0,4.6,1.6,13.48,76.8
79.8,4.6,18.6,0.5,5.1,41.11,76.3
75.7,3.8,0.5,4.9,3.6,16.01,77.4
86.0,1.2,0.2,1.0,7.2,19.82,86.0
77.9,1.8,5.7,1.3,1.9,22.07,77.8
87.3,2.5,4.3,5.1,3.0,37.26,85.8
87.8,4.6,20.8,2.6,4.6,41.36,84.9
82.1,4.2,1.3,4.1,3.6,32.14,82.8
79.7,4.1,7.1,4.0,7.9,34.76,78.5
65.2,1.8,10.4,0.8,8.8,21.24,63.2
78.6,2.6,17.5,1.0,5.7,16.3,74.1
79.8,3.0,21.0,5.2,4.0,48.99,70.5
69.6,1.8,20.1,2.4,2.4,24.81,64.2
83.7,1.7,16.0,4.9,9.2,29.24,77.3
77.3,1.9,3.0,4.9,2.7,27.56,76.2
85.1,1.6,16.3,1.4,11.9,28.59,80.0
78.6,3.3,0.6,1.3,8.1,45.56,78.3
94.7,0.5,5.5,0.4,3.6,22.21,93.2
81.5,0.6,16.8,0.8,3.6,27.74,76.2
90.5,2.0,10.7,1.2,8.5,25.12,88.8
69.8,1.9,13.9,0.9,8.6,16.02,68.0
92.6,2.1,17.8,4.1,4.0,42.06,87.6
87.5,3.4,17.2,0.5,1.5,18.56,86.5
77.7,2.8,17.2,1.0,7.0,16.51,74.6
83.5,3.8,20.4,1.2,3.6,26.34,82.0
79.6,2.8,4.8,0.3,3.1,37.92,78.1
91.1,1.4,16.0,1.3,8.0,19.38,87.7
85.5,2.3,6.9,0.6,6.5,44.75,83.0
76.8,1.4,9.7,0.6,1.9,28.99,75.0
81.1,0.6,7.6,0.5,4.6,36.21,77.3
75.5,3.4,13.8,0.9,9.3,20.19,72.8
67.4,3.2,7.0,1.9,6.2,20.24,66.8
76.5,1.1,0.4,0.9,10.0,32.55,76.0
69.4,0.9,13.1,0.7,5.2,23.48,65.9
90.1,2.5,1.1,3.9,11.1,56.44,85.8
68.1,1.6,19.1,1.4,6.2,32.17,63.0
75.8,2.9,11.8,2.2,6.8,33.52,73.8
83.3,4.0,16.3,0.5,12.8,27.04,80.9
79.2,2.3,6.4,1.2,5.0,24.16,78.7
75.7,1.5,3.8,1.8,6.7,36.42,74.3
77.3,0.9,4.4,4.8,7.8,27.77,76.4
74.4,4.5,4.8,4.0,6.6,21.5,76.5
78.7,1.4,15.6,5.0,3.7,30.42,73.2
82.5,1.3,8.5,5.6,6.7,25.42,80.1
74.7,1.2,0.3,0.7,7.7,39.56,73.6
84.2,3.1,16.3,1.3,3.9,49.17,79.4
78.8,1.8,16.7,4.4,8.8,22.87,75.0
82.9,1.2,3.8,1.2,3.3,35.0,81.1
96.1,0.8,18.8,0.7,3.9,29.7,90.2
88.8,1.2,0.2,1.8,5.9,42.27,86.8
77.8,2.5,15.3,2.7,8.4,34.46,73.2
92.8,1.7,22.0,1.3,5.8,30.0,86.1
83.5,1.1,10.5,0.8,7.9,17.64,80.4
91.1,3.6,0.2,3.9,4.1,39.23,92.2
80.6,1.6,2.9,1.8,8.5,30.07,79.8
92.5,2.8,14.7,3.5,7.0,35.82,88.0
89.1,3.4,2.2,4.6,10.4,23.21,89.3
88.5,4.0,0.9,3.3,6.7,28.74,90.4
68.8,3.4,21.7,1.2,3.4,25.11,66.4
75.1,2.6,3.8,4.1,3.4,54.25,71.4
96.3,1.4,9.9,0.8,8.0,22.27,93.9
84.9,3.5,3.2,1.2,9.3,27.41,85.0
89.3,2.5,1.9,0.8,9.9,63.16,82.5
80.1,1.7,0.6,5.8,7.5,38.22,78.2
82.7,3.5,21.2,4.6,4.3,34.44,78.4
70.4,2.4,1.8,0.3,8.4,38.35,69.9
80.4,3.0,10.7,0.2,7.3,22.77,79.4
86.4,1.8,0.4,0.7,4.2,22.16,87.0
81.1,1.7,20.4,1.7,7.8,41.3,75.6
70.1,3.3,8.0,0.7,10.9,15.33,70.4
73.2,2.8,14.2,0.3,8.4,32.23,72.1
99.3,2.4,19.5,0.3,12.0,36.72,95.0
85.6,1.1,15.2,0.7,4.8,40.46,79.8
83.3,1.7,15.5,4.3,4.1,29.4,77.8
90.7,3.2,3.8,5.1,9.4,24.02,89.5
77.4,1.3,8.5,5.5,6.0,15.42,74.2
79.4,5.1,0.7,5.9,10.2,47.38,78.1
81.5,4.2,4.4,2.6,5.5,38.2,81.7
78.8,1.3,20.8,4.1,8.9,32.02,71.1
74.6,0.5,20.2,0.3,6.3,31.2,66.5
91.7,4.2,22.0,5.2,7.9,24.04,86.6
67.6,0.8,0.4,0.3,6.1,43.72,65.6
70.9,2.6,0.8,0.4,4.6,28.25,72.3
85.9,2.3,15.8,1.4,3.0,36.61,82.0
80.5,1.7,19.6,5.9,11.3,43.4,70.3
77.6,1.0,6.7,1.8,9.6,23.32,75.1
86.2,1.4,20.4,0.5,8.5,25.2,79.5
90.6,1.9,9.4,2.1,8.5,28.22,88.0
78.0,2.7,13.1,3.1,8.8,20.59,75.4
79.4,4.0,16.4,4.4,3.1,33.99,76.4
89.6,3.8,5.9,4.6,7.7,17.87,89.2
83.8,2.8,5.7,3.4,5.3,21.66,83.6
84.0,2.7,2.8,1.0,5.7,43.0,83.1
71.5,2.7,6.6,4.0,5.1,16.83,71.7
92.6,2.9,16.6,1.0,11.1,17.58,91.0
85.1,1.9,0.0,0.5,7.5,36.14,85.8
75.2,1.6,21.3,0.4,5.3,35.8,67.7
93.8,1.0,14.9,0.6,8.5,46.49,87.0
87.2,1.4,14.0,4.4,4.7,18.11,86.5
90.5,2.1,8.2,1.9,8.0,30.2,89.0
86.8,4.5,2.4,1.1,12.8,24.15,87.4
98.0,1.8,2.4,0.3,5.7,39.63,97.1
88.2,3.4,14.5,0.4,9.5,23.05,86.1
98.5,1.4,3.5,2.6,5.8,21.5,97.5
81.0,1.0,0.6,0.6,10.0,29.57,80.6
94.2,0.3,0.0,2.1,7.5,22.81,93.6
86.5,1.3,1.2,0.3,8.7,25.25,87.0
84.4,3.3,19.5,0.2,7.7,24.4,82.1
82.3,1.1,13.0,3.1,10.7,31.83,76.6
90.0,2.0,1.8,3.5,2.2,18.85,89.5
87.0,4.3,11.9,4.2,3.8,30.29,84.7
88.2,1.7,7.2,4.6,6.1,27.13,84.6
92.0,4.3,18.3,1.4,6.4,32.29,89.6
84.8,0.5,4.5,1.5,2.8,26.29,83.4
81.1,1.9,11.3,5.7,6.7,18.73,76.6
83.4,1.9,0.4,0.9,2.7,16.06,84.9
78.3,3.9,14.2,0.3,7.5,26.02,74.7
75.9,3.7,20.9,2.8,2.9,17.77,72.7
80.6,2.6,13.4,0.4,8.3,24.33,79.8
81.5,3.8,0.6,5.0,5.1,35.96,81.6
76.7,5.4,19.1,0.3,1.6,26.19,78.3
78.4,1.5,0.9,3.5,5.6,32.67,77.7
79.6,1.7,13.0,0.3,3.8,38.79,76.0
79.8,1.2,6.0,2.5,5.7,13.37,77.6
76.0,3.8,0.5,0.6,7.4,35.23,77.1
81.7,1.9,0.3,4.4,5.3,26.35,82.4
80.8,3.0,9.7,0.6,8.3,23.83,80.2
85.7,4.1,0.0,5.1,4.5,27.67,87.5
92.8,3.6,9.2,0.6,6.1,14.33,90.1
80.7,1.5,0.1,3.5,3.8,24.12,80.7
75.1,1.1,11.5,2.5,5.4,40.56,70.0
73.3,1.7,8.8,4.3,10.2,33.23,70.4
82.9,4.3,18.3,0.3,3.6,29.68,80.3
84.6,1.6,18.7,2.0,11.2,34.74,80.2
84.4,4.2,12.7,0.5,6.5,23.97,83.4
90.2,3.1,13.3,0.2,6.3,30.93,87.0
89.8,1.9,19.1,4.6,9.2,35.3,83.5
77.1,1.6,19.7,0.4,2.7,19.08,72.7
73.8,2.7,11.3,1.8,7.9,42.36,69.9
83.8,1.0,1.2,5.0,7.4,40.76,81.5
73.6,1.4,20.2,1.6,10.9,23.77,65.3
88.9,2.4,6.0,2.5,9.0,25.9,87.2
88.5,3.7,15.1,5.3,8.7,27.49,85.2
67.0,0.8,19.5,0.5,9.7,25.47,59.6
72.8,1.5,0.7,2.4,5.3,34.86,72.0
93.4,1.4,0.7,1.1,4.1,36.21,93.0
80.0,4.2,2.3,2.7,10.8,23.78,80.8
71.9,4.2,5.9,0.8,7.8,34.07,72.5
94.0,1.8,0.1,1.0,6.3,20.02,93.8
87.5,2.3,6.0,1.2,9.4,18.69,86.7
77.0,4.6,10.4,0.4,5.8,21.23,78.4
90.4,1.8,8.4,3.7,11.0,20.35,86.7
67.9,3.7,0.9,5.6,6.5,28.43,69.6
71.3,1.0,6.4,0.9,6.6,39.86,68.1
65.4,2.8,12.4,2.7,7.2,21.21,63.7
82.4,0.8,19.9,0.2,8.4,39.49,74.0
69.3,3.3,8.1,5.2,3.8,15.1,67.8
76.8,2.3,21.7,4.7,4.4,18.54,72.5
81.2,2.0,7.0,2.1,3.6,26.89,80.9
79.7,4.5,20.3,1.2,10.0,26.79,75.5
77.8,2.9,14.3,0.4,5.3,17.44,72.6
77.0,2.6,11.2,5.0,4.4,25.98,76.0
82.2,3.6,5.3,0.8,7.7,20.78,82.8
82.2,0.4,0.0,1.1,2.7,26.34,81.9
97.7,1.6,3.2,3.4,10.0,25.08,96.4
85.0,1.9,12.5,4.5,5.5,30.86,81.7
83.3,2.1,0.0,0.8,6.7,27.94,84.1
69.2,1.7,21.9,3.8,4.1,21.14,63.1
81.7,1.9,7.6,1.9,12.5,21.0,79.8
78.1,3.8,13.6,5.1,5.5,40.47,73.9
86.4,3.1,20.9,1.5,5.5,30.37,83.8
86.4,1.2,0.9,3.2,4.3,37.37,85.3
76.3,2.1,6.5,5.2,4.9,19.47,74.3
72.3,5.3,15.4,0.8,7.3,28.5,70.3
82.0,0.8,17.6,0.8,8.6,24.01,76.0
77.4,2.6,18.9,3.5,5.2,25.59,74.5
77.0,1.6,11.0,4.7,6.8,28.97,74.4
87.3,1.2,3.7,5.6,4.5,30.79,85.2
82.9,2.1,2.4,3.2,12.2,16.29,82.1
80.3,1.5,11.0,4.4,7.9,39.41,75.9
74.1,2.0,1.6,0.8,4.7,26.98,74.5
96.8,1.6,18.0,0.6,7.5,33.44,92.1
73.2,2.2,4.0,4.0,10.5,22.85,71.3
85.8,2.8,7.2,4.2,6.6,23.43,83.8
85.4,2.1,13.0,4.0,2.7,25.08,83.0
77.1,1.6,17.2,5.7,4.1,32.48,73.5
79.5,2.8,1.9,0.2,5.8,24.91,80.9
77.1,1.1,20.8,5.5,6.5,28.4,73.1
78.1,5.3,5.6,3.8,8.4,23.28,79.4
101.0,3.5,1.0,4.2,5.9,18.94,101.7
93.6,2.0,15.6,0.8,3.9,53.01,86.7
81.0,0.7,9.2,2.3,5.5,25.82,76.8
85.1,0.8,6.9,0.7,4.8,31.02,83.7
82.4,5.3,18.0,1.1,10.6,22.91,81.7
93.4,2.1,10.9,4.7,6.3,32.41,89.9
63.9,1.9,18.8,0.7,6.1,20.94,60.5
65.0,1.0,10.0,1.7,10.7,34.55,60.5
81.5,4.3,10.4,1.7,5.2,22.61,80.9
74.8,1.4,4.8,1.2,5.4,28.22,73.4
80.3,3.7,0.1,0.5,7.4,31.82,82.7
88.2,2.6,16.7,0.7,6.2,36.63,83.9
77.0,3.7,11.4,1.8,6.9,37.71,74.9
80.7,2.3,19.0,0.2,12.7,20.58,74.3
79.7,1.6,18.9,0.5,8.5,21.39,76.7
78.6,3.1,17.6,4.1,6.3,33.69,74.5
65.6,2.9,0.3,0.2,5.0,52.89,64.7
79.7,2.9,15.8,5.1,2.3,26.14,77.5
81.6,1.9,3.8,2.8,2.4,19.15,82.0
83.8,2.8,17.0,2.6,3.1,28.12,83.6
90.8,1.8,13.3,4.3,2.0,34.33,86.8
81.9,1.6,12.2,2.0,4.3,24.37,77.8
79.5,1.2,1.7,2.0,5.9,30.94,78.6
90.7,4.0,0.1,5.9,7.2,33.8,91.9
84.5,1.7,16.1,1.2,8.9,19.72,81.6
79.6,1.5,16.1,3.8,7.8,23.21,72.6
83.3,1.9,8.7,4.9,5.3,27.1,79.6
80.3,1.1,14.4,0.8,8.6,30.46,76.6
91.4,4.3,0.1,0.4,5.3,20.58,93.0
80.6,2.2,6.0,0.6,8.2,24.12,79.8
78.4,1.6,14.0,4.4,5.9,21.53,72.6
78.4,2.8,1.0,1.3,11.1,21.22,79.3
81.1,1.5,2.9,0.9,11.4,36.43,79.8
93.1,2.8,19.3,1.1,8.5,18.2,90.7
89.9,1.5,13.8,4.3,12.2,25.24,87.2
74.6,2.0,8.9,4.8,6.7,22.09,72.0
79.1,1.7,9.2,5.8,6.4,27.86,76.1
88.1,1.8,6.6,2.6,7.6,22.3,87.0
89.9,1.7,16.4,4.5,3.3,47.44,83.0
81.0,4.6,12.8,0.5,8.3,21.13,81.9
82.8,3.5,19.8,3.2,4.1,37.19,75.8
80.0,3.2,19.7,1.3,6.1,25.72,78.8
83.5,3.5,9.5,0.2,3.6,18.5,82.8
65.5,1.1,6.3,4.2,7.0,20.75,62.7
88.9,1.3,14.9,2.5,11.3,18.18,87.0
82.2,2.5,5.2,0.1,2.7,53.91,78.2
77.6,0.1,21.7,4.9,8.6,51.89,62.9
83.5,2.9,19.5,0.7,4.7,49.55,80.2
72.5,1.9,12.3,4.9,10.1,29.07,68.4
93.3,4.3,2.5,4.7,5.7,37.08,94.7
81.6,1.6,9.5,2.5,5.9,27.53,80.6
76.4,3.8,3.3,1.2,5.3,15.48,76.4
77.3,3.4,10.5,4.4,5.0,28.32,73.6
80.2,3.0,7.9,3.1,8.4,25.9,79.5
76.4,1.9,0.2,4.6,5.6,26.95,75.1
85.7,2.7,15.4,0.2,4.9,39.97,82.0
75.1,2.6,0.3,4.3,9.2,17.77,76.3
85.3,1.0,18.3,4.4,4.8,26.34,81.1
84.9,1.5,10.1,1.0,4.8,21.66,81.4
88.0,2.4,19.1,0.9,4.1,28.69,86.1
80.9,2.6,1.8,1.0,4.8,23.35,82.7
77.6,1.8,21.2,0.3,4.9,25.76,73.1
80.4,1.3,0.3,4.6,6.0,39.93,78.7
89.6,2.9,6.8,2.8,7.6,24.56,89.2
66.3,4.8,0.9,1.8,11.1,18.93,68.7
85.0,3.5,9.4,1.9,11.6,47.62,82.7
77.6,2.1,17.4,4.9,6.0,39.16,71.0
88.2,3.2,5.3,1.6,5.5,19.13,88.2
86.4,4.2,22.1,3.9,9.7,30.16,84.1
89.5,0.1,4.5,0.8,6.5,22.07,87.7
80.9,0.6,19.2,2.8,9.4,20.79,76.6
85.8,1.3,15.3,3.2,9.2,13.79,82.5
77.2,4.6,1.4,4.5,3.5,26.11,78.3
86.4,4.5,19.3,2.9,5.7,54.5,77.1
85.7,0.9,0.7,1.3,4.2,31.04,85.4
82.7,0.7,18.5,5.1,7.3,19.6,78.9
77.6,1.6,5.5,1.8,6.9,33.52,75.1
80.8,2.3,5.9,0.8,3.0,23.89,79.5
81.0,3.9,0.8,1.6,8.0,22.56,83.7
88.9,3.7,11.7,2.7,11.3,22.0,87.7
88.3,2.9,0.2,0.2,5.6,19.0,90.4
86.5,0.7,6.6,2.8,12.2,23.47,85.1
83.2,0.2,18.6,5.4,6.4,38.13,78.3
79.7,0.2,3.8,0.5,5.3,25.2,78.2
89.5,3.6,0.2,2.1,4.7,32.27,90.9
74.3,2.1,9.8,1.8,8.6,23.81,72.1
84.5,3.8,0.4,0.6,5.2,30.31,87.0
76.9,2.2,2.6,4.1,6.8,27.56,75.6
86.6,1.4,20.2,0.7,13.3,22.43,80.7
77.2,3.4,12.4,2.6,6.4,17.47,75.8
88.4,3.3,6.6,4.4,5.4,25.17,87.7
94.0,2.7,19.2,5.2,4.3,28.43,90.2
76.4,4.4,10.0,0.0,7.5,17.89,74.7
86.1,1.7,16.5,0.4,4.9,32.01,83.9
76.5,2.8,16.8,0.0,2.2,36.99,75.4
77.6,0.5,1.5,5.6,8.5,18.73,74.8
78.2,0.4,5.6,2.2,2.8,20.83,75.8
84.7,4.0,18.3,0.3,2.3,28.73,81.1
83.4,1.3,21.4,0.3,5.3,24.42,79.4
75.6,1.4,15.2,0.4,5.0,23.04,71.7
97.7,2.5,2.1,1.1,3.8,38.9,97.8
80.0,1.7,0.3,0.4,3.4,16.66,81.2
95.1,4.3,0.5,3.6,11.1,24.64,97.4
83.4,2.7,13.6,6.0,11.6,28.58,78.4
77.1,1.4,8.7,0.4,10.3,16.76,74.7
84.9,2.3,21.5,2.5,9.5,24.29,79.4
81.5,2.6,5.1,1.3,5.0,29.01,81.0
86.6,1.0,8.0,0.2,9.1,25.18,84.1
79.6,3.8,16.9,3.7,0.8,35.3,78.2
81.9,0.8,12.8,5.2,4.6,14.49,78.1
76.5,4.4,2.3,4.0,5.7,31.93,77.3
78.0,3.8,2.4,0.8,7.7,22.13,79.2
86.5,3.4,11.7,1.6,6.1,50.74,82.0
79.7,1.1,16.1,0.3,3.3,37.13,76.0
79.5,3.5,13.5,3.2,11.4,38.94,76.4
79.9,5.2,7.7,5.3,1.5,33.86,80.3
75.0,1.6,0.7,0.4,6.1,30.01,75.6
70.2,2.6,18.5,5.2,5.2,52.97,63.4
83.3,2.2,13.7,5.4,7.0,14.85,79.7
84.6,2.5,17.9,3.5,11.3,28.6,79.2
84.1,1.3,8.0,4.1,6.4,15.18,81.5
65.8,1.2,16.9,0.6,7.1,34.58,60.9
81.9,4.3,19.4,1.4,6.8,15.6,81.6
78.7,3.9,10.8,4.0,11.2,29.03,74.7
66.4,3.2,18.8,0.1,6.6,17.01,64.3
82.0,4.8,13.3,0.7,8.6,17.42,82.4
89.6,2.4,16.4,0.6,7.3,30.31,85.2
77.6,2.0,2.2,0.6,4.3,19.8,78.3
78.8,1.2,10.6,1.3,7.6,41.96,73.8
89.4,1.1,2.0,2.0,10.2,46.13,86.4
101.5,1.2,21.6,0.5,1.5,14.62,94.0
79.7,5.4,16.0,0.6,2.7,25.02,81.1
75.5,2.9,16.4,2.0,9.7,36.18,70.2
66.6,1.8,7.6,1.0,7.9,15.37,65.1
84.6,1.4,17.9,0.1,9.1,39.02,80.0
69.1,1.7,12.4,5.8,11.7,39.74,64.6
91.6,2.8,6.9,4.3,7.0,31.99,90.8
73.7,2.7,0.8,0.3,7.1,22.8,75.6
78.2,1.4,17.2,0.7,7.3,25.41,76.0
76.6,3.0,5.5,0.3,7.5,16.76,77.0
86.3,4.5,16.4,5.1,5.9,28.81,81.5
79.6,4.8,5.4,4.2,2.0,28.5,81.4
78.8,1.7,9.6,2.8,3.0,39.7,75.4
72.0,3.9,21.9,0.2,5.9,39.32,67.0
84.8,1.1,19.7,4.8,7.3,22.62,78.4
83.9,1.5,4.1,2.2,3.7,22.15,83.1
93.8,0.8,21.5,2.1,7.9,13.98,86.9
89.7,1.6,14.4,3.0,8.0,29.02,87.2
74.9,4.4,6.8,0.6,10.4,25.84,74.1
87.6,3.3,12.1,1.4,3.3,41.6,86.7
88.8,3.2,2.1,5.0,10.4,22.15,88.6
73.7,0.8,0.1,1.7,8.2,27.85,73.4
80.0,1.9,4.2,3.2,5.7,18.82,79.4
68.3,2.0,8.6,1.3,4.1,22.6,66.2
71.1,4.3,0.7,2.2,3.0,29.67,72.5
79.4,4.6,20.2,0.5,5.6,22.18,75.3
94.0,2.4,19.4,3.7,3.5,16.21,89.2
92.6,0.8,7.0,2.3,1.3,16.73,90.6
84.0,0.9,4.0,5.9,3.8,37.04,81.0
87.7,3.3,2.0,4.5,4.8,33.15,87.2
88.3,2.6,0.1,1.2,7.7,25.78,89.4
76.7,2.8,12.7,2.8,4.4,21.78,73.6
67.9,2.3,14.2,0.2,3.6,40.6,63.4
82.3,2.7,7.1,1.3,2.4,24.98,81.4
86.3,1.2,3.1,2.7,5.7,20.46,85.6
74.0,0.4,0.4,1.9,7.7,24.1,72.8
78.6,1.3,0.4,1.7,8.4,28.94,78.2
74.5,1.0,5.7,1.9,9.2,29.56,72.8
91.6,2.5,1.6,0.8,11.7,25.94,92.0
79.1,3.2,5.3,0.7,8.1,27.57,79.3
85.0,3.4,22.0,1.2,5.9,35.62,79.4
90.6,2.7,0.2,4.7,3.9,32.78,91.0
75.7,2.2,7.7,1.4,5.1,29.23,74.1
72.2,2.4,13.4,0.2,8.8,25.73,69.5
83.7,1.4,13.7,5.7,7.1,30.53,79.2
87.4,4.5,1.0,0.1,6.0,28.44,87.0
85.9,2.8,5.2,1.2,8.4,27.71,85.9
78.5,5.0,17.3,5.0,2.8,32.17,78.1
91.4,1.2,6.8,4.3,7.1,31.28,88.9
78.9,3.2,2.8,2.3,8.9,27.68,79.2
77.8,1.4,12.8,3.8,10.7,25.34,73.9
79.0,1.9,21.4,0.2,5.5,37.85,73.3
75.3,3.4,15.3,4.3,6.2,31.02,70.9
82.5,2.6,6.4,0.7,7.4,30.99,81.5
82.8,3.2,17.1,0.4,6.1,34.06,80.3
76.2,3.9,12.2,0.2,1.6,30.57,74.9
80.1,3.7,5.8,6.0,2.5,12.85,79.9
94.4,3.4,10.4,0.6,9.3,29.52,94.0
93.5,1.5,4.3,4.3,2.8,26.21,92.5
76.9,1.3,13.2,1.4,3.1,22.76,74.8
78.8,1.6,3.1,0.2,7.3,35.54,77.8
77.3,0.7,19.5,5.0,4.0,24.13,71.2
76.5,1.4,0.8,4.5,6.7,32.38,75.6
82.0,2.4,11.2,3.7,10.3,30.8,78.9
100.6,1.8,2.3,1.7,4.1,21.36,101.1
92.2,1.7,4.8,2.3,2.9,22.83,90.9
78.1,1.9,8.8,2.1,5.2,35.44,75.7
92.3,3.0,3.7,1.4,8.9,37.85,92.1
74.3,1.2,22.1,3.2,6.7,37.36,64.6
80.6,3.0,21.2,3.5,10.6,22.04,76.7
74.1,2.4,12.7,1.8,5.1,42.02,70.7
84.8,1.3,7.9,5.9,6.5,17.95,82.8
88.4,3.4,0.8,0.2,7.3,27.79,90.5
93.6,1.0,0.2,0.7,10.8,30.46,93.2
77.9,3.1,13.6,0.4,3.8,44.65,74.7
85.8,1.4,21.3,0.9,1.5,50.89,77.2
76.9,2.5,6.3,0.3,7.4,17.91,76.2
75.4,2.1,16.2,2.0,10.7,16.97,70.8
76.0,1.5,10.1,4.3,2.9,45.41,72.3
91.5,2.9,8.7,0.1,9.4,44.73,88.9
97.3,1.3,0.0,2.2,6.2,41.04,95.9
64.1,0.5,0.1,2.2,3.7,24.24,63.8
