genetic,length,mass,exercise,smoking,alcohol,sugar,bmi,lifespan
82.0,181.0,96.0,1.0,20.0,8.0,1,29.3,61
77.0,212.0,85.0,0.0,12.0,4.0,2,18.91,65
79.0,210.0,69.0,4.0,0.0,9.0,2,15.65,108
80.0,203.0,106.0,2.0,6.0,6.0,2,25.72,83
81.0,182.0,74.0,2.0,6.0,6.0,2,22.34,90
81.0,167.0,110.0,3.0,19.0,0.0,2,39.44,79
79.0,171.0,70.0,1.0,1.0,9.0,2,23.94,80
76.0,155.0,112.0,2.0,8.0,3.0,4,46.62,67
77.0,197.0,80.0,1.0,1.0,5.0,1,20.61,82
80.0,197.0,81.0,1.0,17.0,0.0,1,20.87,75
78.0,178.0,71.0,1.0,3.0,1.0,3,22.41,80
82.0,184.0,77.0,3.0,0.0,4.0,2,22.74,98
78.0,182.0,84.0,2.0,7.0,7.0,1,25.36,80
81.0,196.0,74.0,1.0,1.0,7.0,2,19.26,78
80.0,177.0,67.0,3.0,3.0,0.0,2,21.39,102
78.0,179.0,85.0,2.0,7.0,7.0,1,26.53,80
79.0,188.0,70.0,1.0,0.0,9.0,2,19.81,80
79.0,174.0,72.0,2.0,0.0,8.0,4,23.78,80
79.0,199.0,62.0,3.0,4.0,1.0,3,15.66,103
80.0,191.0,73.0,1.0,13.0,3.0,3,20.01,69
79.0,167.0,109.0,1.0,8.0,5.0,3,39.08,57
82.0,180.0,68.0,1.0,2.0,8.0,1,20.99,84
83.0,188.0,70.0,1.0,10.0,4.0,2,19.81,83
76.0,206.0,90.0,2.0,10.0,7.0,4,21.21,71
79.0,180.0,64.0,2.0,0.0,7.0,2,19.75,86
81.0,195.0,74.0,1.0,5.0,2.0,4,19.46,74
81.0,183.0,70.0,2.0,20.0,3.0,4,20.9,69
80.0,176.0,91.0,2.0,12.0,8.0,2,29.38,69
81.0,178.0,64.0,1.0,15.0,7.0,2,20.2,72
81.0,182.0,103.0,1.0,2.0,4.0,2,31.1,78
81.0,194.0,70.0,2.0,18.0,9.0,3,18.6,78
80.0,176.0,82.0,2.0,21.0,6.0,3,26.47,62
81.0,194.0,79.0,2.0,11.0,7.0,2,20.99,78
81.0,197.0,68.0,1.0,21.0,5.0,2,17.52,68
77.0,165.0,60.0,3.0,18.0,5.0,3,22.04,79
80.0,171.0,83.0,2.0,19.0,2.0,3,28.38,74
80.0,191.0,64.0,2.0,9.0,8.0,1,17.54,85
79.0,202.0,63.0,3.0,2.0,6.0,2,15.44,96
78.0,174.0,108.0,2.0,16.0,3.0,4,35.67,67
79.0,187.0,64.0,2.0,21.0,8.0,2,18.3,76
82.0,204.0,63.0,1.0,0.0,5.0,1,15.14,94
76.0,186.0,73.0,1.0,0.0,1.0,4,21.1,76
82.0,194.0,81.0,2.0,0.0,3.0,4,21.52,88
81.0,183.0,83.0,1.0,0.0,9.0,4,24.78,71
78.0,174.0,80.0,2.0,5.0,8.0,2,26.42,77
80.0,180.0,85.0,3.0,10.0,7.0,2,26.23,90
78.0,213.0,75.0,3.0,19.0,7.0,4,16.53,73
81.0,170.0,92.0,2.0,10.0,7.0,3,31.83,74
81.0,185.0,67.0,1.0,22.0,7.0,3,19.58,60
80.0,166.0,69.0,1.0,7.0,5.0,3,25.04,72
79.0,170.0,75.0,1.0,10.0,5.0,2,25.95,68
83.0,191.0,97.0,2.0,10.0,0.0,2,26.59,85
81.0,186.0,70.0,1.0,3.0,8.0,1,20.23,87
81.0,158.0,82.0,2.0,1.0,2.0,2,32.85,88
80.0,185.0,83.0,1.0,5.0,7.0,2,24.25,78
78.0,167.0,72.0,1.0,2.0,3.0,4,25.82,73
79.0,180.0,83.0,1.0,20.0,3.0,4,25.62,62
79.0,214.0,89.0,1.0,13.0,2.0,2,19.43,79
81.0,193.0,111.0,2.0,15.0,9.0,4,29.8,63
81.0,174.0,70.0,1.0,13.0,7.0,2,23.12,73
82.0,183.0,80.0,2.0,11.0,8.0,2,23.89,83
80.0,207.0,74.0,2.0,2.0,9.0,1,17.27,90
81.0,190.0,80.0,1.0,2.0,3.0,2,22.16,81
80.0,173.0,62.0,1.0,6.0,4.0,3,20.72,78
81.0,175.0,64.0,1.0,12.0,9.0,1,20.9,73
82.0,167.0,74.0,1.0,0.0,4.0,2,26.53,80
78.0,179.0,78.0,2.0,2.0,0.0,1,24.34,90
79.0,204.0,68.0,1.0,1.0,7.0,2,16.34,80
78.0,192.0,64.0,1.0,12.0,6.0,4,17.36,70
79.0,203.0,104.0,2.0,2.0,7.0,3,25.24,81
76.0,183.0,70.0,4.0,5.0,4.0,1,20.9,103
80.0,186.0,70.0,2.0,4.0,5.0,3,20.23,88
81.0,167.0,72.0,2.0,9.0,9.0,3,25.82,68
80.0,158.0,74.0,1.0,8.0,7.0,3,29.64,63
81.0,164.0,66.0,4.0,7.0,3.0,1,24.54,103
81.0,170.0,82.0,0.0,1.0,6.0,3,28.37,65
80.0,182.0,97.0,0.0,10.0,2.0,2,29.28,62
81.0,207.0,110.0,1.0,18.0,5.0,2,25.67,65
83.0,165.0,81.0,1.0,10.0,8.0,2,29.75,73
82.0,190.0,79.0,1.0,19.0,3.0,3,21.88,66
80.0,183.0,74.0,3.0,21.0,8.0,3,22.1,77
84.0,203.0,85.0,1.0,19.0,2.0,3,20.63,72
80.0,165.0,72.0,2.0,7.0,7.0,3,26.45,78
80.0,162.0,105.0,2.0,17.0,7.0,3,40.01,63
78.0,191.0,111.0,1.0,21.0,8.0,2,30.43,55
78.0,186.0,63.0,3.0,14.0,8.0,2,18.21,83
80.0,157.0,77.0,3.0,16.0,3.0,3,31.24,80
83.0,180.0,95.0,1.0,9.0,9.0,2,29.32,68
80.0,167.0,65.0,3.0,0.0,8.0,4,23.31,88
81.0,163.0,74.0,2.0,1.0,4.0,1,27.85,86
82.0,184.0,89.0,2.0,3.0,10.0,3,26.29,79
81.0,172.0,91.0,2.0,20.0,7.0,2,30.76,65
77.0,184.0,94.0,2.0,5.0,9.0,3,27.76,74
81.0,202.0,93.0,2.0,5.0,6.0,3,22.79,88
79.0,173.0,79.0,3.0,11.0,6.0,4,26.4,86
80.0,195.0,69.0,3.0,0.0,4.0,2,18.15,109
79.0,175.0,86.0,1.0,12.0,4.0,5,28.08,56
81.0,206.0,99.0,1.0,10.0,7.0,2,23.33,75
79.0,175.0,64.0,1.0,17.0,3.0,1,20.9,74
79.0,185.0,72.0,3.0,6.0,8.0,1,21.04,97
80.0,179.0,93.0,1.0,0.0,6.0,2,29.03,81
80.0,200.0,77.0,1.0,1.0,2.0,2,19.25,86
81.0,170.0,90.0,1.0,11.0,1.0,3,31.14,70
83.0,202.0,112.0,1.0,9.0,1.0,2,27.45,77
83.0,204.0,102.0,2.0,15.0,9.0,3,24.51,76
81.0,194.0,62.0,1.0,9.0,9.0,2,16.47,79
78.0,196.0,86.0,2.0,17.0,6.0,2,22.39,76
79.0,176.0,66.0,4.0,12.0,8.0,2,21.31,94
81.0,181.0,94.0,3.0,15.0,3.0,3,28.69,88
78.0,187.0,81.0,1.0,19.0,8.0,2,23.16,56
80.0,178.0,96.0,2.0,2.0,4.0,2,30.3,85
81.0,199.0,86.0,2.0,5.0,7.0,1,21.72,93
80.0,170.0,73.0,1.0,16.0,9.0,2,25.26,59
83.0,179.0,63.0,1.0,1.0,2.0,3,19.66,88
82.0,183.0,110.0,1.0,13.0,7.0,1,32.85,71
79.0,193.0,82.0,2.0,18.0,5.0,3,22.01,73
81.0,199.0,69.0,3.0,12.0,8.0,3,17.42,92
81.0,169.0,61.0,2.0,20.0,0.0,3,21.36,78
80.0,171.0,82.0,3.0,17.0,2.0,1,28.04,93
81.0,187.0,70.0,0.0,0.0,10.0,2,20.02,71
82.0,204.0,71.0,1.0,15.0,6.0,2,17.06,68
78.0,200.0,79.0,2.0,10.0,5.0,2,19.75,84
82.0,175.0,74.0,2.0,4.0,3.0,4,24.16,79
80.0,202.0,86.0,2.0,10.0,6.0,1,21.08,89
81.0,178.0,84.0,1.0,1.0,3.0,4,26.51,71
78.0,191.0,97.0,2.0,7.0,7.0,2,26.59,76
80.0,179.0,82.0,2.0,13.0,3.0,2,25.59,79
79.0,201.0,71.0,2.0,16.0,0.0,2,17.57,79
79.0,191.0,78.0,3.0,7.0,5.0,1,21.38,96
80.0,190.0,74.0,1.0,1.0,5.0,2,20.5,86
83.0,207.0,66.0,2.0,3.0,5.0,3,15.4,89
79.0,162.0,91.0,2.0,9.0,5.0,3,34.67,70
80.0,162.0,86.0,1.0,5.0,7.0,2,32.77,70
81.0,187.0,67.0,0.0,4.0,6.0,2,19.16,73
81.0,176.0,73.0,0.0,0.0,2.0,3,23.57,75
77.0,202.0,87.0,3.0,12.0,5.0,2,21.32,88
81.0,179.0,71.0,1.0,5.0,6.0,3,22.16,77
78.0,189.0,72.0,2.0,1.0,1.0,2,20.16,91
78.0,186.0,71.0,1.0,13.0,8.0,3,20.52,65
81.0,193.0,103.0,1.0,17.0,4.0,2,27.65,67
80.0,185.0,83.0,2.0,19.0,5.0,3,24.25,75
80.0,192.0,76.0,1.0,18.0,6.0,2,20.62,65
80.0,193.0,91.0,3.0,2.0,10.0,2,24.43,88
80.0,192.0,67.0,3.0,7.0,9.0,2,18.17,91
81.0,201.0,85.0,0.0,14.0,6.0,1,21.04,63
82.0,202.0,94.0,2.0,22.0,6.0,2,23.04,69
78.0,196.0,94.0,1.0,15.0,5.0,5,24.47,62
82.0,173.0,77.0,3.0,20.0,5.0,3,25.73,81
80.0,188.0,84.0,2.0,11.0,6.0,1,23.77,86
80.0,185.0,85.0,0.0,13.0,8.0,1,24.84,59
77.0,186.0,69.0,3.0,8.0,7.0,2,19.94,91
82.0,173.0,92.0,1.0,19.0,7.0,3,30.74,60
82.0,172.0,90.0,3.0,12.0,6.0,3,30.42,81
81.0,175.0,81.0,2.0,6.0,10.0,3,26.45,79
79.0,185.0,74.0,1.0,16.0,9.0,4,21.62,57
80.0,188.0,77.0,1.0,18.0,8.0,1,21.79,67
79.0,189.0,75.0,2.0,14.0,8.0,3,21.0,76
81.0,168.0,64.0,1.0,10.0,6.0,2,22.68,71
79.0,188.0,67.0,1.0,18.0,3.0,2,18.96,68
81.0,181.0,66.0,1.0,15.0,8.0,1,20.15,69
82.0,179.0,78.0,3.0,3.0,1.0,4,24.34,99
78.0,187.0,80.0,1.0,18.0,9.0,5,22.88,51
83.0,188.0,74.0,1.0,8.0,8.0,2,20.94,74
83.0,180.0,95.0,1.0,10.0,9.0,3,29.32,62
81.0,166.0,72.0,1.0,2.0,2.0,2,26.13,75
79.0,195.0,89.0,1.0,1.0,6.0,3,23.41,69
79.0,179.0,62.0,2.0,3.0,10.0,4,19.35,82
82.0,174.0,61.0,2.0,11.0,5.0,3,20.15,85
80.0,154.0,95.0,2.0,3.0,9.0,1,40.06,80
82.0,187.0,85.0,1.0,17.0,6.0,3,24.31,59
80.0,163.0,71.0,1.0,15.0,10.0,1,26.72,65
76.0,177.0,64.0,2.0,4.0,7.0,2,20.43,87
81.0,158.0,82.0,1.0,2.0,5.0,3,32.85,71
83.0,183.0,61.0,3.0,11.0,8.0,2,18.21,92
79.0,192.0,88.0,2.0,21.0,0.0,4,23.87,66
81.0,171.0,85.0,2.0,20.0,9.0,3,29.07,70
78.0,177.0,72.0,1.0,0.0,4.0,3,22.98,82
80.0,188.0,60.0,1.0,21.0,6.0,3,16.98,64
79.0,199.0,92.0,2.0,21.0,8.0,3,23.23,63
80.0,187.0,87.0,4.0,18.0,7.0,1,24.88,91
78.0,171.0,111.0,0.0,3.0,9.0,3,37.96,54
78.0,191.0,65.0,2.0,5.0,9.0,3,17.82,79
78.0,178.0,72.0,2.0,1.0,9.0,3,22.72,80
83.0,185.0,64.0,3.0,6.0,1.0,3,18.7,103
80.0,177.0,98.0,2.0,18.0,7.0,3,31.28,70
81.0,177.0,92.0,1.0,14.0,2.0,3,29.37,67
78.0,188.0,87.0,1.0,21.0,6.0,3,24.62,62
81.0,182.0,63.0,1.0,13.0,2.0,4,19.02,72
79.0,207.0,65.0,1.0,1.0,7.0,3,15.17,82
78.0,175.0,67.0,1.0,11.0,5.0,4,21.88,69
82.0,187.0,75.0,2.0,5.0,3.0,3,21.45,92
76.0,170.0,71.0,1.0,0.0,8.0,2,24.57,79
80.0,165.0,107.0,3.0,14.0,5.0,1,39.3,83
77.0,191.0,74.0,2.0,3.0,5.0,4,20.28,82
82.0,211.0,99.0,1.0,0.0,9.0,1,22.24,80
78.0,170.0,90.0,3.0,10.0,4.0,2,31.14,87
77.0,196.0,85.0,1.0,1.0,8.0,2,22.13,71
81.0,168.0,91.0,2.0,13.0,5.0,3,32.24,74
79.0,168.0,63.0,1.0,19.0,6.0,3,22.32,60
79.0,171.0,67.0,2.0,13.0,1.0,2,22.91,79
83.0,196.0,104.0,2.0,5.0,3.0,1,27.07,96
80.0,181.0,100.0,2.0,2.0,4.0,3,30.52,79
80.0,197.0,66.0,3.0,10.0,8.0,2,17.01,100
82.0,194.0,69.0,1.0,18.0,8.0,4,18.33,65
76.0,177.0,62.0,2.0,7.0,1.0,1,19.79,84
79.0,192.0,84.0,1.0,6.0,5.0,3,22.79,74
80.0,166.0,70.0,1.0,0.0,5.0,3,25.4,75
78.0,181.0,61.0,1.0,12.0,3.0,2,18.62,70
80.0,202.0,91.0,2.0,0.0,1.0,4,22.3,86
79.0,174.0,111.0,1.0,12.0,6.0,3,36.66,59
81.0,163.0,77.0,1.0,13.0,9.0,3,28.98,63
82.0,203.0,71.0,1.0,11.0,2.0,3,17.23,78
79.0,187.0,75.0,1.0,20.0,8.0,3,21.45,62
79.0,183.0,89.0,0.0,4.0,9.0,2,26.58,64
79.0,196.0,76.0,3.0,1.0,7.0,2,19.78,94
84.0,193.0,105.0,2.0,18.0,5.0,2,28.19,72
81.0,187.0,93.0,1.0,13.0,2.0,3,26.59,69
80.0,185.0,70.0,2.0,5.0,7.0,1,20.45,91
81.0,199.0,72.0,2.0,18.0,9.0,2,18.18,78
80.0,198.0,60.0,4.0,13.0,7.0,3,15.3,94
82.0,207.0,61.0,0.0,19.0,9.0,3,14.24,58
78.0,190.0,60.0,2.0,4.0,1.0,1,16.62,96
79.0,177.0,76.0,2.0,10.0,4.0,3,24.26,74
81.0,188.0,68.0,1.0,3.0,9.0,2,19.24,79
82.0,183.0,82.0,1.0,19.0,4.0,3,24.49,62
79.0,165.0,83.0,0.0,8.0,8.0,4,30.49,56
79.0,179.0,89.0,1.0,9.0,8.0,3,27.78,65
83.0,182.0,84.0,1.0,1.0,4.0,2,25.36,87
80.0,201.0,78.0,1.0,18.0,7.0,1,19.31,74
81.0,168.0,86.0,1.0,18.0,4.0,2,30.47,63
78.0,185.0,69.0,1.0,14.0,6.0,2,20.16,67
81.0,175.0,62.0,1.0,17.0,7.0,3,20.24,70
80.0,205.0,81.0,2.0,15.0,8.0,3,19.27,78
80.0,182.0,90.0,2.0,12.0,8.0,2,27.17,72
80.0,183.0,81.0,2.0,12.0,7.0,3,24.19,74
79.0,175.0,82.0,2.0,15.0,2.0,2,26.78,79
81.0,204.0,67.0,1.0,18.0,8.0,4,16.1,61
79.0,180.0,63.0,2.0,3.0,5.0,3,19.44,90
80.0,180.0,85.0,2.0,6.0,9.0,1,26.23,89
78.0,186.0,72.0,2.0,14.0,1.0,3,20.81,75
79.0,184.0,68.0,1.0,1.0,9.0,1,20.09,80
80.0,177.0,67.0,2.0,9.0,5.0,2,21.39,83
81.0,195.0,93.0,1.0,4.0,7.0,2,24.46,75
79.0,177.0,96.0,2.0,0.0,5.0,1,30.64,87
77.0,193.0,88.0,2.0,8.0,6.0,2,23.62,78
80.0,166.0,83.0,1.0,21.0,7.0,1,30.12,64
80.0,188.0,101.0,3.0,12.0,6.0,2,28.58,86
80.0,182.0,80.0,2.0,9.0,9.0,2,24.15,74
79.0,185.0,96.0,1.0,18.0,2.0,3,28.05,62
81.0,185.0,100.0,1.0,20.0,7.0,3,29.22,55
76.0,167.0,66.0,2.0,15.0,4.0,2,23.67,74
80.0,178.0,75.0,1.0,21.0,8.0,2,23.67,59
76.0,201.0,71.0,2.0,14.0,9.0,2,17.57,69
78.0,182.0,89.0,0.0,16.0,7.0,2,26.87,53
82.0,204.0,93.0,2.0,3.0,5.0,3,22.35,86
82.0,183.0,68.0,1.0,8.0,4.0,1,20.31,83
80.0,189.0,79.0,1.0,5.0,0.0,1,22.12,86
79.0,169.0,96.0,2.0,17.0,2.0,3,33.61,68
81.0,181.0,91.0,1.0,14.0,4.0,3,27.78,67
80.0,178.0,85.0,2.0,4.0,7.0,1,26.83,85
79.0,193.0,107.0,1.0,2.0,3.0,2,28.73,79
80.0,169.0,79.0,2.0,17.0,9.0,1,27.66,70
79.0,168.0,78.0,0.0,3.0,6.0,4,27.64,58
78.0,174.0,63.0,1.0,0.0,1.0,1,20.81,84
80.0,178.0,91.0,1.0,5.0,3.0,2,28.72,77
78.0,173.0,80.0,2.0,8.0,4.0,4,26.73,74
82.0,175.0,75.0,1.0,17.0,6.0,3,24.49,67
84.0,183.0,80.0,1.0,6.0,9.0,3,23.89,78
82.0,183.0,61.0,2.0,4.0,8.0,3,18.21,84
79.0,193.0,63.0,1.0,10.0,8.0,3,16.91,74
82.0,184.0,95.0,2.0,0.0,7.0,3,28.06,81
81.0,173.0,73.0,2.0,1.0,8.0,3,24.39,85
79.0,164.0,80.0,2.0,0.0,7.0,4,29.74,75
79.0,175.0,86.0,2.0,14.0,9.0,1,28.08,75
80.0,173.0,70.0,2.0,14.0,7.0,3,23.39,75
82.0,180.0,90.0,1.0,17.0,10.0,4,27.78,57
80.0,196.0,65.0,0.0,4.0,8.0,3,16.92,67
80.0,182.0,90.0,0.0,17.0,8.0,2,27.17,55
83.0,169.0,64.0,0.0,9.0,8.0,3,22.41,65
83.0,178.0,67.0,2.0,9.0,6.0,4,21.15,76
81.0,197.0,60.0,1.0,0.0,8.0,1,15.46,86
81.0,199.0,70.0,1.0,6.0,4.0,1,17.68,80
77.0,183.0,74.0,3.0,6.0,2.0,3,22.1,91
80.0,168.0,97.0,2.0,13.0,6.0,1,34.37,71
79.0,206.0,62.0,1.0,12.0,6.0,3,14.61,75
79.0,162.0,61.0,1.0,12.0,3.0,4,23.24,68
78.0,206.0,65.0,2.0,11.0,7.0,2,15.32,86
79.0,170.0,100.0,1.0,17.0,6.0,3,34.6,58
79.0,195.0,93.0,0.0,18.0,2.0,2,24.46,60
80.0,178.0,88.0,1.0,17.0,3.0,4,27.77,55
81.0,185.0,67.0,1.0,22.0,7.0,3,19.58,65
82.0,185.0,112.0,1.0,1.0,9.0,2,32.72,72
79.0,175.0,77.0,3.0,0.0,8.0,2,25.14,91
84.0,192.0,89.0,1.0,20.0,8.0,2,24.14,61
80.0,175.0,75.0,2.0,1.0,6.0,5,24.49,79
79.0,176.0,86.0,1.0,7.0,9.0,2,27.76,64
80.0,176.0,77.0,2.0,6.0,7.0,2,24.86,81
80.0,183.0,85.0,3.0,7.0,8.0,1,25.38,92
81.0,172.0,78.0,1.0,6.0,2.0,3,26.37,77
78.0,178.0,69.0,1.0,5.0,4.0,2,21.78,74
81.0,179.0,71.0,2.0,8.0,9.0,3,22.16,75
78.0,175.0,80.0,1.0,18.0,8.0,2,26.12,60
79.0,177.0,73.0,1.0,14.0,0.0,5,23.3,63
81.0,207.0,79.0,1.0,10.0,2.0,4,18.44,76
79.0,166.0,102.0,1.0,14.0,0.0,3,37.02,59
81.0,179.0,70.0,1.0,16.0,6.0,2,21.85,73
82.0,170.0,79.0,2.0,9.0,9.0,3,27.34,74
79.0,180.0,72.0,1.0,0.0,5.0,2,22.22,81
83.0,192.0,79.0,2.0,15.0,8.0,3,21.43,79
78.0,195.0,83.0,1.0,15.0,5.0,2,21.83,68
78.0,166.0,82.0,1.0,8.0,2.0,3,29.76,71
78.0,191.0,78.0,2.0,19.0,9.0,2,21.38,65
79.0,158.0,84.0,2.0,0.0,8.0,3,33.65,78
79.0,177.0,92.0,3.0,13.0,3.0,2,29.37,87
82.0,193.0,77.0,1.0,7.0,3.0,2,20.67,81
78.0,189.0,81.0,3.0,17.0,10.0,2,22.68,76
80.0,190.0,80.0,1.0,15.0,5.0,3,22.16,67
83.0,185.0,95.0,1.0,0.0,2.0,2,27.76,83
80.0,198.0,89.0,4.0,8.0,4.0,2,22.7,101
82.0,182.0,73.0,2.0,21.0,5.0,2,22.04,79
82.0,185.0,69.0,3.0,13.0,6.0,3,20.16,86
78.0,189.0,88.0,3.0,22.0,6.0,2,24.64,84
77.0,168.0,70.0,2.0,13.0,1.0,3,24.8,72
80.0,200.0,103.0,2.0,4.0,2.0,3,25.75,88
80.0,198.0,70.0,3.0,20.0,6.0,3,17.86,86
81.0,189.0,92.0,1.0,6.0,8.0,3,25.76,66
79.0,177.0,72.0,1.0,19.0,3.0,3,22.98,63
78.0,202.0,88.0,2.0,8.0,5.0,2,21.57,79
79.0,179.0,76.0,1.0,19.0,2.0,1,23.72,70
80.0,199.0,93.0,2.0,0.0,9.0,2,23.48,84
80.0,179.0,81.0,1.0,5.0,7.0,3,25.28,73
79.0,178.0,76.0,2.0,15.0,8.0,2,23.99,73
78.0,171.0,75.0,1.0,0.0,3.0,2,25.65,79
81.0,175.0,65.0,1.0,12.0,7.0,2,21.22,68
81.0,207.0,88.0,1.0,20.0,9.0,3,20.54,61
83.0,193.0,70.0,2.0,1.0,2.0,3,18.79,92
82.0,172.0,97.0,2.0,12.0,5.0,2,32.79,75
81.0,170.0,94.0,2.0,9.0,2.0,1,32.53,87
82.0,174.0,86.0,2.0,0.0,1.0,3,28.41,94
80.0,177.0,69.0,1.0,20.0,8.0,1,22.02,67
82.0,189.0,88.0,2.0,18.0,5.0,4,24.64,74
82.0,198.0,84.0,1.0,16.0,9.0,1,21.43,67
78.0,194.0,89.0,3.0,16.0,1.0,3,23.65,83
82.0,193.0,69.0,2.0,14.0,8.0,1,18.52,80
79.0,183.0,70.0,3.0,15.0,9.0,3,20.9,79
80.0,201.0,83.0,1.0,0.0,8.0,2,20.54,78
80.0,171.0,65.0,1.0,6.0,6.0,1,22.23,80
79.0,176.0,87.0,1.0,12.0,9.0,3,28.09,56
81.0,179.0,94.0,2.0,0.0,3.0,1,29.34,95
81.0,176.0,85.0,2.0,2.0,6.0,3,27.44,82
80.0,174.0,72.0,1.0,1.0,5.0,4,23.78,72
81.0,186.0,63.0,1.0,0.0,6.0,1,18.21,87
81.0,184.0,81.0,1.0,6.0,7.0,2,23.92,76
79.0,200.0,100.0,1.0,6.0,1.0,3,25.0,81
80.0,166.0,73.0,1.0,1.0,3.0,2,26.49,76
77.0,164.0,93.0,1.0,12.0,8.0,4,34.58,46
80.0,173.0,86.0,1.0,4.0,8.0,3,28.73,68
80.0,186.0,86.0,2.0,4.0,3.0,3,24.86,81
79.0,174.0,84.0,0.0,13.0,9.0,2,27.74,54
82.0,199.0,83.0,3.0,15.0,8.0,3,20.96,83
76.0,190.0,65.0,2.0,5.0,8.0,4,18.01,79
84.0,173.0,78.0,2.0,0.0,9.0,2,26.06,85
81.0,161.0,61.0,1.0,5.0,6.0,4,23.53,70
80.0,163.0,86.0,2.0,2.0,8.0,3,32.37,73
77.0,182.0,62.0,1.0,0.0,2.0,3,18.72,80
82.0,183.0,81.0,2.0,1.0,7.0,3,24.19,86
80.0,176.0,83.0,1.0,18.0,9.0,3,26.79,58
82.0,187.0,91.0,1.0,10.0,3.0,2,26.02,78
80.0,205.0,62.0,2.0,19.0,8.0,3,14.75,69
79.0,173.0,96.0,2.0,7.0,4.0,3,32.08,75
80.0,166.0,68.0,1.0,6.0,4.0,2,24.68,77
82.0,187.0,80.0,2.0,0.0,8.0,1,22.88,90
80.0,196.0,108.0,0.0,12.0,4.0,2,28.11,63
79.0,163.0,63.0,1.0,8.0,6.0,4,23.71,62
81.0,192.0,68.0,2.0,20.0,6.0,3,18.45,76
81.0,178.0,96.0,1.0,13.0,3.0,1,30.3,68
79.0,202.0,95.0,1.0,7.0,8.0,3,23.28,70
81.0,206.0,87.0,2.0,19.0,10.0,3,20.5,67
80.0,207.0,62.0,1.0,8.0,6.0,3,14.47,75
77.0,207.0,68.0,1.0,4.0,8.0,2,15.87,73
79.0,198.0,71.0,1.0,8.0,8.0,3,18.11,69
81.0,195.0,61.0,2.0,18.0,4.0,1,16.04,88
78.0,173.0,88.0,0.0,0.0,6.0,1,29.4,70
83.0,183.0,82.0,3.0,20.0,8.0,3,24.49,81
82.0,188.0,80.0,3.0,0.0,3.0,2,22.63,107
80.0,174.0,112.0,1.0,14.0,3.0,2,36.99,62
79.0,185.0,82.0,2.0,4.0,10.0,1,23.96,81
82.0,181.0,80.0,1.0,0.0,10.0,4,24.42,71
77.0,173.0,85.0,1.0,19.0,9.0,2,28.4,58
82.0,209.0,81.0,3.0,16.0,5.0,1,18.54,94
83.0,182.0,69.0,1.0,2.0,9.0,4,20.83,74
81.0,181.0,80.0,0.0,4.0,6.0,1,24.42,70
81.0,174.0,71.0,2.0,10.0,5.0,1,23.45,82
80.0,193.0,99.0,2.0,11.0,3.0,2,26.58,79
80.0,192.0,108.0,3.0,11.0,6.0,2,29.3,86
77.0,167.0,110.0,1.0,5.0,7.0,1,39.44,67
81.0,174.0,65.0,3.0,14.0,8.0,4,21.47,80
80.0,182.0,68.0,2.0,4.0,7.0,3,20.53,84
78.0,165.0,73.0,0.0,11.0,5.0,2,26.81,62
79.0,194.0,71.0,2.0,20.0,9.0,2,18.86,66
80.0,184.0,82.0,1.0,7.0,9.0,2,24.22,69
81.0,187.0,75.0,4.0,8.0,9.0,2,21.45,97
80.0,196.0,76.0,2.0,0.0,7.0,2,19.78,95
81.0,192.0,75.0,3.0,0.0,7.0,4,20.35,91
78.0,190.0,79.0,2.0,4.0,5.0,2,21.88,81
79.0,212.0,78.0,1.0,15.0,3.0,4,17.35,65
76.0,205.0,102.0,1.0,11.0,9.0,2,24.27,67
79.0,158.0,83.0,1.0,0.0,7.0,2,33.25,74
80.0,163.0,90.0,1.0,17.0,1.0,3,33.87,58
80.0,174.0,81.0,1.0,0.0,6.0,2,26.75,75
82.0,186.0,64.0,3.0,0.0,6.0,2,18.5,100
81.0,183.0,72.0,1.0,6.0,9.0,3,21.5,72
80.0,187.0,93.0,3.0,6.0,6.0,2,26.59,89
81.0,183.0,76.0,1.0,10.0,7.0,3,22.69,64
79.0,193.0,61.0,1.0,13.0,6.0,1,16.38,73
80.0,196.0,85.0,1.0,14.0,7.0,4,22.13,63
81.0,211.0,84.0,1.0,8.0,5.0,2,18.87,74
77.0,197.0,86.0,1.0,3.0,5.0,4,22.16,70
80.0,179.0,87.0,1.0,4.0,7.0,2,27.15,76
79.0,200.0,72.0,2.0,4.0,7.0,3,18.0,80
80.0,173.0,91.0,1.0,16.0,2.0,1,30.41,72
79.0,194.0,73.0,2.0,3.0,9.0,1,19.4,87
80.0,174.0,103.0,2.0,21.0,3.0,4,34.02,58
81.0,182.0,81.0,2.0,17.0,4.0,2,24.45,82
82.0,194.0,82.0,2.0,11.0,10.0,1,21.79,81
83.0,207.0,84.0,2.0,14.0,6.0,2,19.6,88
82.0,182.0,101.0,1.0,12.0,6.0,4,30.49,63
81.0,159.0,100.0,3.0,9.0,9.0,1,39.56,79
82.0,211.0,97.0,2.0,19.0,2.0,2,21.79,77
82.0,197.0,84.0,1.0,9.0,8.0,2,21.64,74
80.0,176.0,88.0,1.0,16.0,2.0,2,28.41,66
79.0,173.0,79.0,1.0,3.0,7.0,2,26.4,75
80.0,184.0,74.0,2.0,9.0,6.0,2,21.86,80
82.0,185.0,84.0,3.0,16.0,7.0,3,24.54,79
77.0,171.0,65.0,1.0,2.0,6.0,4,22.23,70
80.0,181.0,90.0,2.0,20.0,9.0,2,27.47,66
